iter	MultiClass
209	0.527240028
210	0.5257279516
211	0.5234461678
212	0.5223095637
213	0.5209182402
214	0.5198324611
215	0.5176081666
216	0.515826717
217	0.5142187444
218	0.5131344729
219	0.5120677414
220	0.5103681382
221	0.508130714
222	0.5065587054
223	0.5045364225
224	0.5031595929
225	0.5015386066
226	0.5003898931
227	0.4989676872
228	0.4976154145
229	0.4958940842
230	0.4941066545
231	0.4927539676
232	0.490614708
233	0.4896170045
234	0.4886920887
235	0.4869839659
236	0.4853429654
237	0.4845188956
238	0.4832030447
239	0.4825190873
240	0.481261349
241	0.4800967803
242	0.4787626865
243	0.4772354675
244	0.4761118851
245	0.4745918709
246	0.473729952
247	0.4723017562
248	0.4713341786
249	0.4703173939
250	0.469226653
251	0.4682017916
252	0.4670515192
253	0.4662240995
254	0.4645944875
255	0.4636693585
256	0.4621349552
257	0.4604383414
258	0.4587009701
259	0.4579247616
260	0.4565234349
261	0.4554411356
262	0.4536370021
263	0.4526140182
264	0.45174165
265	0.4509468913
266	0.4501191431
267	0.4497999208
268	0.4487290604
269	0.447149167
270	0.4451189981
271	0.4437881738
272	0.4430179035
273	0.4414575988
274	0.4398367357
275	0.4392264995
276	0.438204748
277	0.4368093683
278	0.4360938995
279	0.4347744223
280	0.4331292461
281	0.4311549056
282	0.4298762643
283	0.4290139592
284	0.4276473663
285	0.4268850375
286	0.4262194923
287	0.4252265924
288	0.4243192996
289	0.423452924
290	0.422298185
291	0.4214251595
292	0.4207561051
293	0.4198257743
294	0.4188537939
295	0.417983461
296	0.417399054
297	0.416385812
298	0.415606924
299	0.4149438287
300	0.4145318983
301	0.4133741153
302	0.4119913133
303	0.4113994789
304	0.4103593603
305	0.4097209793
306	0.4082985141
307	0.4076708394
308	0.4067763247
309	0.4062012086
310	0.4049908217
311	0.403991101
312	0.4033097314
313	0.4024423691
314	0.4018489633
315	0.4010520851
316	0.4001497772
317	0.3991938251
318	0.3979699848
319	0.3969262704
320	0.3959057289
321	0.3947119249
322	0.3941100042
323	0.3927754182
324	0.3915006545
325	0.3900477697
326	0.3885916405
327	0.387240953
328	0.3864237997
329	0.3851950055
330	0.384585639
331	0.3839545038
332	0.3832508839
333	0.3823977284
334	0.381409608
335	0.3808087241
336	0.380100915
337	0.3793283041
338	0.3787264815
339	0.3777443627
340	0.3771252405
341	0.3759927249
342	0.3751544444
343	0.3741282989
344	0.3732165281
345	0.3722889683
346	0.3711676199
347	0.3703650241
348	0.369580884
349	0.3685548691
350	0.3675703503
351	0.3666158224
352	0.3657622988
353	0.3649465045
354	0.3642869541
355	0.363289236
356	0.3630480933
357	0.3624877459
358	0.3620016423
359	0.3611864715
360	0.3600685081
361	0.3588102806
362	0.3578961598
363	0.3569003421
364	0.3556631965
365	0.3548471408
366	0.3540932299
367	0.3535319369
368	0.3530159319
369	0.3520018277
370	0.3515417264
371	0.3501734868
372	0.3493601899
373	0.3486184981
374	0.3475608956
375	0.3466115613
376	0.3455332432
377	0.3449292304
378	0.344035726
379	0.343201451
380	0.3425389957
381	0.3418299369
382	0.3407846287
383	0.3400250354
384	0.3395149823
385	0.338427737
386	0.3372961144
387	0.3368892586
388	0.3357626288
389	0.3343853862
390	0.33336291
391	0.3327101352
392	0.3319152863
393	0.331259739
394	0.3306459284
395	0.3301846934
396	0.3296969351
397	0.3290062736
398	0.3280904719
399	0.3278024641
400	0.326966311
401	0.3265328889
402	0.3250976132
403	0.323916049
404	0.323196341
405	0.3222896316
406	0.3215367649
407	0.3209367749
408	0.3204872891
409	0.3201252427
410	0.3195213481
411	0.3190024104
412	0.3185769424
413	0.3179047296
414	0.3172559613
415	0.3161073559
416	0.3152204738
417	0.3145493597
418	0.3138401954
419	0.3130956674
420	0.3122139924
421	0.3116674043
422	0.3108517903
423	0.3106228339
424	0.3093094775
425	0.3087012322
426	0.3080382141
427	0.3071924529
428	0.3069123336
429	0.3058063705
430	0.3051516861
431	0.3043575178
432	0.3033875308
433	0.3024497919
434	0.3015705086
435	0.3009695899
436	0.2999935457
437	0.2992586515
438	0.298366233
439	0.2976145644
440	0.2970301567
441	0.2965937485
442	0.2959334296
443	0.2951279099
444	0.2946908683
445	0.2935024264
446	0.2930804781
447	0.2925808867
448	0.292348426
449	0.2917284625
450	0.291031346
451	0.2904884751
452	0.2900193355
453	0.2894535199
454	0.2888710097
455	0.2880514082
456	0.2875480955
457	0.2871368327
458	0.2863540314
459	0.2858764953
460	0.28554646
461	0.285406437
462	0.2849289944
463	0.2840902289
464	0.283467437
465	0.2827486338
466	0.2821712965
467	0.2815594473
468	0.2807578877
469	0.2802340749
470	0.2794291746
471	0.2789888235
472	0.2786031645
473	0.2779612497
474	0.2772510971
475	0.2766781122
476	0.2760501873
477	0.2755687122
478	0.2749518561
479	0.27441032
480	0.273554171
481	0.272912411
482	0.2723771392
483	0.271996476
484	0.27140346
485	0.2706629497
486	0.2701160712
487	0.2695614795
488	0.2689316342
489	0.2687239812
490	0.268142143
491	0.26762017
492	0.2668506018
493	0.2664104657
494	0.2659658239
495	0.2651795228
496	0.2647396896
497	0.2642122952
498	0.2638645334
499	0.2631955387
500	0.2629359125
501	0.2624161693
502	0.2620141656
503	0.2616667494
504	0.2611431151
505	0.2607877701
506	0.2600313118
507	0.2594927637
508	0.2586635687
509	0.2582360678
510	0.2577965915
511	0.2572925465
512	0.256876037
513	0.2561353043
514	0.2554844476
515	0.2550573506
516	0.2547147076
517	0.2543208631
518	0.2539028664
519	0.2534954557
520	0.2529710992
521	0.2522950142
522	0.2518512444
523	0.2511994944
524	0.2507443865
525	0.2498215071
526	0.2493853338
527	0.2489092608
528	0.2485466672
529	0.2481436253
530	0.2476799585
531	0.2473270477
532	0.2467059051
533	0.2458860585
534	0.2452954616
535	0.2448328226
536	0.2441395306
537	0.2436574716
538	0.2431361505
539	0.2425237101
540	0.2420706336
541	0.24149119
542	0.2411228951
543	0.2406083089
544	0.2399412416
545	0.2394903811
546	0.2390843318
547	0.2384788166
548	0.2379898193
549	0.2375587005
550	0.2371941872
551	0.2368268195
552	0.2362153396
553	0.2357495887
554	0.2353927708
555	0.2347179094
556	0.2344126212
557	0.2339374788
558	0.2333413145
559	0.2330280409
560	0.2325725947
561	0.232129738
562	0.2316834337
563	0.231386624
564	0.2308373921
565	0.2304566841
566	0.2300740649
567	0.2298624868
568	0.2294350344
569	0.2291113622
570	0.2287656886
571	0.2283760364
572	0.2276494828
573	0.2273422229
574	0.2268902515
575	0.2261436982
576	0.2257603018
577	0.2252003946
578	0.2249820027
579	0.2247211778
580	0.2244266799
581	0.224022669
582	0.2236512182
583	0.2234258559
584	0.2230831526
585	0.2227342662
586	0.2222219955
587	0.2217686367
588	0.2212886192
589	0.2210676022
590	0.2202874949
591	0.2199223122
592	0.2193493283
593	0.219113655
594	0.2189522274
595	0.2185408766
596	0.2183117538
597	0.2179056061
598	0.2174557298
599	0.2171560697
600	0.2168624997
601	0.2163908561
602	0.2158688611
603	0.2154759492
604	0.2149634102
605	0.2147324226
606	0.2143711524
607	0.2140827042
608	0.2138170975
609	0.213462218
610	0.2131812073
611	0.2130543869
612	0.2127450844
613	0.2123870736
614	0.2118767416
615	0.2116915793
616	0.2113484357
617	0.2107798169
618	0.210587243
619	0.210336724
620	0.2100658905
621	0.2096273327
622	0.2093539745
623	0.2090365975
624	0.2086057431
625	0.2083075995
626	0.2077347328
627	0.207337804
628	0.2070957322
629	0.2067571447
630	0.2065103239
631	0.2059728489
632	0.2056705547
633	0.2054009298
634	0.2051746693
635	0.2045582848
636	0.2042820779
637	0.2039267565
638	0.2037626875
639	0.2033082913
640	0.2028895608
641	0.2024737079
642	0.2019993144
643	0.2014614951
644	0.2011851064
645	0.2007244032
646	0.200223114
647	0.1998416258
648	0.1996248153
649	0.1991745961
650	0.198905037
651	0.1987696237
652	0.1983587431
653	0.1979337602
654	0.1975524653
655	0.1972397043
656	0.1969564227
657	0.1966651466
658	0.1962628063
659	0.1958156964
660	0.1954027076
661	0.1950543683
662	0.1948781296
663	0.1942635156
664	0.1939367146
665	0.1938014777
666	0.1933655117
667	0.1930441752
668	0.1926885085
669	0.1924224099
670	0.1920126438
671	0.1915130491
672	0.1912171938
673	0.1908643067
674	0.1906300485
675	0.1902282468
676	0.1898790458
677	0.1895270744
678	0.1892812687
679	0.189064042
680	0.1887015866
681	0.1883992055
682	0.1880637642
683	0.1875271791
684	0.1873429815
685	0.1870321235
686	0.1868780328
687	0.1865747297
688	0.1861531436
689	0.1858454334
690	0.1856501411
691	0.1853322373
692	0.1850890166
693	0.1845698422
694	0.1843740469
695	0.1842282535
696	0.1839055494
697	0.1834540434
698	0.183153994
699	0.1828055354
700	0.1826435535
701	0.1825119528
702	0.1822415258
703	0.1820772392
704	0.1817505685
705	0.181681431
706	0.1814872048
707	0.1810196427
708	0.1807274446
709	0.1803573552
710	0.1801012641
711	0.1797996482
712	0.179533153
713	0.1790561977
714	0.1787366639
715	0.1783238711
716	0.1780826973
717	0.1779395721
718	0.1776022373
719	0.1771936971
720	0.1769904414
721	0.1765875788
722	0.1763945741
723	0.1761945347
724	0.1758973739
725	0.1756288149
726	0.1754330914
727	0.1750038768
728	0.1747058898
729	0.174510071
730	0.1743436732
731	0.1741089447
732	0.1736539196
733	0.1733703782
734	0.1729979401
735	0.1727838129
736	0.1724927877
737	0.1719701681
738	0.1717297188
739	0.171555966
740	0.1711317783
741	0.1709879573
742	0.1707640795
743	0.1706352981
744	0.1704755097
745	0.1701975848
746	0.169919014
747	0.169611577
748	0.1693717075
749	0.1690116229
750	0.16885208
751	0.1686854542
752	0.168258216
753	0.1680419756
754	0.1678995562
755	0.1676870269
756	0.1674472056
757	0.1670633333
758	0.1668987857
759	0.1665718836
760	0.1663301204
761	0.166200935
762	0.1658852105
763	0.1657335862
764	0.1654635447
765	0.1652597141
766	0.1650072662
767	0.1648261323
768	0.1644639674
769	0.1641245349
770	0.1639666048
771	0.1637304066
772	0.1634982939
773	0.1632485916
774	0.1630086725
775	0.1626226017
776	0.1623280619
777	0.1620946164
778	0.1617853422
779	0.161643557
780	0.1612643866
781	0.1610876129
782	0.1609410398
783	0.1607680781
784	0.160411636
785	0.1601577587
786	0.1598717425
787	0.1596437958
788	0.1593305969
789	0.1591946846
790	0.1588960796
791	0.1585963552
792	0.1583749311
793	0.1581026615
794	0.1578280992
795	0.1574324149
796	0.1570874835
797	0.1568816186
798	0.1565722355
799	0.1563895126
800	0.1560555096
801	0.1558921798
802	0.1557923971
803	0.1555353571
804	0.1553018047
805	0.1549758344
806	0.1548211144
807	0.1546157669
808	0.1544081878
809	0.1542762465
810	0.1541236056
811	0.1539160519
812	0.1537027986
813	0.1534722163
814	0.1533204508
815	0.1532112176
816	0.1530128005
817	0.152850142
818	0.1526896463
819	0.1525096797
820	0.1524536532
821	0.1521632471
822	0.1518958574
823	0.1516292408
824	0.1512469339
825	0.1511305455
826	0.1509846634
827	0.1507586368
828	0.1505949329
829	0.1502872039
830	0.1500363962
831	0.1498735975
832	0.149627779
833	0.149426761
834	0.1490889419
835	0.1487815444
836	0.1486376169
837	0.1484674156
838	0.1483078483
839	0.1481103835
840	0.1478670318
841	0.1476811433
842	0.1475114196
843	0.1473830484
844	0.1472699496
845	0.1469501496
846	0.1466941887
847	0.146377124
848	0.1462527115
849	0.1459985523
850	0.1457643138
851	0.1455640428
852	0.1453914177
853	0.1451879082
854	0.1449337372
855	0.1447312155
856	0.1444698987
857	0.1442837795
858	0.1442053039
859	0.1440015089
860	0.1437858858
861	0.143536106
862	0.1432972944
863	0.1430589027
864	0.1428740538
865	0.1425972659
866	0.1424699805
867	0.1421071379
868	0.1418805874
869	0.1417239542
870	0.1415972184
871	0.1413483459
872	0.1411939505
873	0.1409262129
874	0.1406894929
875	0.1405206569
876	0.1403333367
877	0.1401363271
878	0.1398341076
879	0.1397674616
880	0.1394887495
881	0.1392537917
882	0.1391293482
883	0.1389351376
884	0.1386581639
885	0.1383339031
886	0.1381957343
887	0.1379626443
888	0.1377364152
889	0.1374384624
890	0.1371828482
891	0.1370006393
892	0.1367540217
893	0.136584686
894	0.1363451958
895	0.1361403752
896	0.1359307172
897	0.1357583565
898	0.1355983613
899	0.1354469161
900	0.1353174824
901	0.1350468005
902	0.1348023976
903	0.1346493197
904	0.1344223759
905	0.1342190884
906	0.133997599
907	0.1338408845
908	0.1336263749
909	0.133306018
910	0.133050314
911	0.1328032364
912	0.1326147841
913	0.1323628971
914	0.132085972
915	0.1319310032
916	0.1318134744
917	0.1316095126
918	0.1314080389
919	0.1312722423
920	0.131150653
921	0.130924466
922	0.1307113759
923	0.1305872645
924	0.130362153
925	0.1301954305
926	0.1299395345
927	0.1298471329
928	0.1296452068
929	0.129567215
930	0.1294088432
931	0.1291184824
932	0.1289689427
933	0.1286854493
934	0.1284305
935	0.1282894837
936	0.1280937146
937	0.1279846563
938	0.1278566928
939	0.1277004689
940	0.1275017887
941	0.127418623
942	0.1271556303
943	0.1269547904
944	0.1268319449
945	0.1266875895
946	0.1265112398
947	0.1263363542
948	0.1262356324
949	0.126047691
950	0.125778585
951	0.12565291
952	0.125494852
953	0.1252942615
954	0.1251523761
955	0.1250358384
956	0.1247983484
957	0.124677627
958	0.1243590771
959	0.124183738
960	0.124013044
961	0.1237736071
962	0.1235145244
963	0.1233135962
964	0.1232150053
965	0.1230961613
966	0.1229228926
967	0.122777545
968	0.1226580785
969	0.122525679
970	0.1224598102
971	0.1222680094
972	0.1221519753
973	0.1219615161
974	0.1218291996
975	0.1217620236
976	0.1216196161
977	0.12154492
978	0.1213562981
979	0.1212698153
980	0.121068622
981	0.1210060636
982	0.1209131493
983	0.1207448164
984	0.1206483101
985	0.1204154303
986	0.1202225193
987	0.1199504887
988	0.1197451002
989	0.1196181918
990	0.1194432835
991	0.1192552506
992	0.119076575
993	0.1190125586
994	0.1188889604
995	0.1187742415
996	0.1186875911
997	0.1185714646
998	0.1184349904
999	0.1183338786
