id,quality
446,5
447,6
448,4
449,7
450,5
451,6
452,5
453,6
454,6
455,7
456,5
457,5
458,6
459,6
460,6
461,6
462,7
463,6
464,5
465,5
466,5
467,5
468,6
469,6
470,8
471,6
472,6
473,6
474,5
475,5
476,6
477,6
478,6
479,5
480,5
481,7
482,5
483,6
484,7
485,7
486,6
487,6
488,5
489,7
490,6
491,6
492,7
493,6
494,6
495,4
496,6
497,6
498,5
499,5
500,5
501,6
502,6
503,6
504,6
505,6
506,6
507,7
508,7
509,6
510,6
511,5
512,5
513,7
514,7
515,6
516,7
517,6
518,5
519,5
520,5
521,5
522,6
523,5
524,5
525,5
526,6
527,6
528,6
529,6
530,5
531,6
532,6
533,7
534,5
535,6
536,6
537,5
538,6
539,6
540,6
541,5
542,5
543,7
544,5
545,7
546,7
547,7
548,5
549,5
550,6
551,5
552,6
553,6
554,6
555,5
556,6
557,5
558,5
559,6
560,5
561,5
562,5
563,6
564,6
565,7
566,7
567,7
568,6
569,5
570,6
571,6
572,6
573,5
574,6
575,5
576,6
577,7
578,5
579,6
580,6
581,7
582,6
583,6
584,7
585,5
586,5
587,6
588,6
589,5
590,5
591,5
592,5
593,6
594,4
595,7
596,5
597,6
598,5
599,7
600,7
601,7
602,6
603,6
604,6
605,7
606,6
607,7
608,6
609,6
610,5
611,5
612,6
613,6
614,5
615,6
616,5
617,6
618,5
619,7
620,7
621,5
622,5
623,5
624,5
625,4
626,6
627,6
628,7
629,6
630,6
631,7
632,6
633,6
634,6
635,6
636,5
637,5
638,7
639,6
640,6
641,5
642,5
643,6
644,6
645,5
646,6
647,6
648,5
649,6
650,6
651,7
652,6
653,6
654,6
655,5
656,6
657,5
658,6
659,5
660,7
661,5
662,6
663,7
664,5
665,6
666,6
667,6
668,6
669,6
670,5
671,6
672,7
673,5
674,5
675,6
676,5
677,5
678,7
679,7
680,5
681,5
682,6
683,5
684,7
685,6
686,6
687,6
688,5
689,5
690,8
691,5
692,6
693,7
694,5
695,6
696,5
697,6
698,6
699,5
700,5
701,7
702,6
703,6
704,7
705,5
706,6
707,6
708,7
709,5
710,5
711,6
712,6
713,6
714,5
715,5
716,6
717,6
718,5
719,4
720,5
721,7
722,5
723,6
724,6
725,5
726,7
727,6
728,6
729,5
730,6
731,5
732,6
733,5
734,6
735,6
736,5
737,7
738,5
739,7
740,5
741,5
742,5
743,6
744,5
745,5
746,7
747,6
748,5
749,5
750,6
751,5
752,6
753,5
754,6
755,6
756,6
757,5
758,6
759,5
760,6
761,6
762,6
763,4
764,5
765,6
766,5
767,6
768,8
769,6
770,5
771,6
772,5
773,5
774,5
775,5
776,6
777,5
778,6
779,6
780,6
781,6
782,6
783,6
784,6
785,5
786,5
787,5
788,6
789,5
790,5
791,6
792,6
793,6
794,5
795,5
796,7
797,7
798,6
799,6
800,6
801,6
802,7
803,6
804,6
805,6
806,7
807,5
808,6
809,5
810,6
811,5
812,7
813,7
814,7
815,6
816,6
817,6
818,5
819,6
820,8
821,5
822,6
823,6
824,7
825,6
826,6
827,6
828,6
829,6
830,6
831,6
832,6
833,5
834,7
835,6
836,7
837,6
838,5
839,6
840,5
841,6
842,6
843,6
844,6
845,5
846,5
847,6
848,5
849,7
850,5
851,6
852,6
853,6
854,6
855,5
856,6
857,5
858,6
859,6
860,7
861,5
862,5
863,5
864,6
865,6
866,4
867,6
868,6
869,7
870,5
871,7
872,5
873,6
874,5
875,7
876,5
877,4
878,6
879,6
880,7
881,6
882,6
883,6
884,6
885,7
886,5
887,6
888,6
889,5
890,5
891,7
892,5
893,5
894,5
895,5
896,5
897,6
898,5
899,5
900,7
901,6
902,6
903,5
904,6
905,6
906,5
907,6
908,5
909,6
910,6
911,5
912,6
913,7
914,6
915,6
916,5
917,6
918,6
919,6
920,4
921,5
922,6
923,7
924,6
925,5
926,5
927,6
928,7
929,5
930,6
931,6
932,7
933,6
934,6
935,6
936,5
937,6
938,6
939,5
940,6
941,6
942,6
943,6
944,6
945,7
946,6
947,6
948,7
949,5
950,7
951,6
952,7
953,7
954,7
955,6
956,7
957,6
958,6
959,5
960,6
961,6
962,7
963,8
964,5
965,6
966,7
967,7
968,6
969,5
970,5
971,6
972,6
973,5
974,6
975,6
976,6
977,7
978,6
979,5
980,6
981,5
982,6
983,5
984,6
985,6
986,4
987,7
988,7
989,7
990,7
991,6
992,5
993,7
994,6
995,5
996,6
997,6
998,6
999,6
1000,5
1001,6
1002,5
1003,6
1004,6
1005,5
1006,5
1007,5
1008,5
1009,5
1010,7
1011,6
1012,6
1013,6
1014,6
1015,5
1016,6
1017,5
1018,6
1019,6
1020,6
1021,6
1022,6
1023,7
1024,7
1025,6
1026,5
1027,5
1028,7
1029,7
1030,6
1031,5
1032,7
1033,5
1034,6
1035,6
1036,8
1037,8
1038,5
1039,6
1040,5
1041,5
1042,5
1043,5
1044,5
1045,7
1046,6
1047,7
1048,5
1049,6
1050,6
1051,5
1052,6
1053,6
1054,6
1055,5
1056,6
1057,6
1058,5
1059,6
1060,6
1061,6
1062,5
1063,7
1064,5
1065,6
1066,7
1067,5
1068,6
1069,6
1070,5
1071,5
1072,7
1073,5
1074,5
1075,6
1076,7
1077,6
1078,6
1079,5
1080,6
1081,5
1082,7
1083,7
1084,6
1085,4
1086,6
1087,5
1088,6
1089,7
1090,6
1091,6
1092,6
1093,6
1094,5
1095,6
1096,7
1097,6
1098,5
1099,7
1100,5
1101,6
1102,6
1103,7
1104,5
1105,6
1106,5
1107,5
1108,6
1109,6
1110,5
1111,5
1112,6
1113,6
1114,6
1115,5
1116,5
1117,5
1118,5
1119,6
1120,5
1121,6
1122,5
1123,5
1124,8
1125,5
1126,6
1127,5
1128,6
1129,6
1130,5
1131,6
1132,6
1133,7
1134,5
1135,6
1136,6
1137,6
1138,5
1139,5
1140,5
1141,6
1142,7
1143,5
1144,6
1145,7
1146,6
1147,5
1148,6
1149,6
1150,5
1151,6
1152,6
1153,5
1154,6
1155,6
1156,6
1157,6
1158,5
1159,5
1160,5
1161,5
1162,6
1163,6
1164,5
1165,6
1166,6
1167,6
1168,6
1169,5
1170,6
1171,6
1172,6
1173,5
1174,5
1175,6
1176,6
1177,5
1178,5
1179,6
1180,6
1181,5
1182,6
1183,5
1184,6
1185,6
1186,6
1187,6
1188,6
1189,4
1190,5
1191,5
1192,6
1193,5
1194,6
1195,5
1196,5
1197,6
1198,6
1199,7
1200,5
1201,5
1202,5
1203,5
1204,6
1205,5
1206,5
1207,6
1208,7
1209,6
1210,7
1211,5
1212,5
1213,6
1214,5
1215,5
1216,6
1217,5
1218,6
1219,6
1220,5
1221,6
1222,7
1223,5
1224,5
1225,7
1226,5
1227,6
1228,5
1229,5
1230,5
1231,5
1232,6
1233,6
1234,6
1235,7
1236,5
1237,6
1238,6
1239,6
1240,6
1241,6
1242,6
1243,6
1244,5
1245,6
1246,5
1247,6
1248,5
1249,5
1250,7
1251,5
1252,5
1253,6
1254,6
1255,5
1256,7
1257,6
1258,7
1259,6
1260,5
1261,6
1262,5
1263,6
1264,6
1265,7
1266,5
1267,5
1268,5
1269,6
1270,5
1271,5
1272,5
1273,6
1274,7
1275,8
1276,7
1277,6
1278,7
1279,8
1280,6
1281,6
1282,5
1283,7
1284,5
1285,5
1286,6
1287,5
1288,5
1289,6
1290,5
1291,6
1292,6
1293,6
1294,5
1295,7
1296,6
1297,6
1298,6
1299,6
1300,5
1301,5
1302,5
1303,5
1304,6
1305,7
1306,5
1307,6
1308,5
1309,6
1310,6
1311,5
1312,5
1313,5
1314,5
1315,7
1316,5
1317,7
1318,6
1319,6
1320,5
1321,6
1322,7
1323,5
1324,6
1325,7
1326,6
1327,6
1328,7
1329,6
1330,5
1331,5
1332,5
1333,6
1334,5
1335,7
1336,7
1337,5
1338,6
1339,5
1340,4
1341,7
1342,4
1343,6
1344,6
1345,6
1346,6
1347,5
1348,5
1349,6
1350,6
1351,5
1352,6
1353,7
1354,8
1355,6
1356,5
1357,5
1358,5
1359,6
1360,6
1361,7
1362,6
1363,5
1364,6
1365,5
1366,6
1367,5
1368,6
1369,5
1370,7
1371,6
1372,5
1373,5
1374,6
1375,5
1376,7
1377,6
1378,6
1379,7
1380,6
1381,6
1382,6
1383,6
1384,4
1385,5
1386,6
1387,6
1388,6
1389,5
1390,6
1391,5
1392,6
1393,5
1394,6
1395,6
1396,7
1397,7
1398,5
1399,7
1400,7
1401,6
1402,6
1403,5
1404,6
1405,5
1406,5
1407,5
1408,6
1409,6
1410,6
1411,6
1412,7
1413,6
1414,5
1415,6
1416,5
1417,5
1418,5
1419,6
1420,6
1421,6
1422,6
1423,6
1424,6
1425,5
1426,6
1427,5
1428,6
1429,5
1430,6
1431,6
1432,5
1433,7
1434,6
1435,5
1436,7
1437,5
1438,5
1439,4
1440,5
1441,7
1442,6
1443,5
1444,5
1445,6
1446,8
1447,6
1448,8
1449,5
1450,5
1451,5
1452,6
1453,7
1454,5
1455,6
1456,7
1457,6
1458,5
1459,5
1460,6
1461,6
1462,6
1463,8
1464,6
1465,6
1466,6
1467,6
1468,6
1469,5
1470,5
1471,6
1472,7
1473,6
1474,6
1475,5
1476,6
1477,7
1478,5
1479,6
1480,6
1481,6
1482,5
1483,6
1484,5
1485,7
1486,5
1487,6
1488,5
1489,7
1490,6
1491,6
1492,5
1493,8
1494,6
1495,5
1496,6
1497,6
1498,5
1499,5
1500,6
1501,7
1502,5
1503,6
1504,6
1505,6
1506,5
1507,6
1508,6
1509,5
1510,6
1511,6
1512,6
1513,5
1514,6
1515,6
1516,6
1517,5
1518,5
1519,6
1520,6
1521,6
1522,5
1523,7
1524,6
1525,7
1526,6
1527,6
1528,5
1529,7
1530,6
1531,7
1532,5
1533,6
1534,5
1535,6
1536,6
1537,5
1538,7
1539,5
1540,6
1541,6
1542,6
1543,6
1544,6
1545,4
1546,6
1547,5
1548,5
1549,6
1550,6
1551,5
1552,5
1553,5
1554,7
1555,6
1556,4
1557,5
1558,5
1559,6
1560,6
1561,5
1562,6
1563,6
1564,5
1565,7
1566,6
1567,6
1568,6
1569,6
1570,5
1571,6
1572,6
1573,6
1574,6
1575,5
1576,6
1577,5
1578,6
1579,6
1580,7
1581,6
1582,6
1583,7
1584,6
1585,6
1586,6
1587,5
1588,5
1589,5
1590,6
1591,6
1592,6
1593,5
1594,6
1595,6
1596,6
1597,5
1598,7
1599,6
1600,6
1601,5
1602,4
1603,6
1604,6
1605,5
1606,7
1607,6
1608,7
1609,5
1610,5
1611,8
1612,6
1613,5
1614,5
1615,7
1616,6
1617,6
1618,5
1619,6
1620,5
1621,5
1622,6
1623,7
1624,6
1625,6
1626,6
1627,7
1628,6
1629,5
1630,6
1631,5
1632,6
1633,7
1634,7
1635,7
1636,6
1637,5
1638,6
1639,7
1640,6
1641,6
1642,6
1643,5
1644,6
1645,5
1646,7
1647,7
1648,6
1649,7
1650,6
1651,7
1652,6
1653,6
1654,6
1655,6
1656,6
1657,6
1658,5
1659,5
1660,5
1661,5
1662,6
1663,5
1664,5
1665,6
1666,5
1667,5
1668,6
1669,5
1670,5
1671,6
1672,6
1673,6
1674,6
1675,5
1676,6
1677,6
1678,6
1679,6
1680,5
1681,6
1682,7
1683,7
1684,7
1685,5
1686,7
1687,6
1688,7
1689,6
1690,5
1691,5
1692,5
1693,5
1694,5
1695,6
1696,7
1697,6
1698,7
1699,5
1700,6
1701,5
1702,6
1703,6
1704,6
1705,6
1706,6
1707,5
1708,7
1709,6
1710,6
1711,6
1712,5
1713,6
1714,6
1715,7
1716,6
1717,5
1718,7
1719,6
1720,6
1721,7
1722,6
1723,6
1724,5
1725,6
1726,6
1727,6
1728,5
1729,7
1730,6
1731,7
1732,6
1733,5
1734,6
1735,6
1736,5
1737,6
1738,5
1739,5
1740,7
1741,6
1742,7
1743,6
1744,5
1745,4
1746,5
1747,5
1748,5
1749,5
1750,8
1751,6
1752,6
1753,4
1754,5
1755,5
1756,7
1757,5
1758,6
1759,6
1760,6
1761,6
1762,5
1763,5
1764,7
1765,5
1766,5
1767,5
1768,6
1769,6
1770,6
1771,6
1772,5
1773,5
1774,6
1775,6
1776,5
1777,6
1778,6
1779,6
1780,5
1781,6
1782,5
1783,6
1784,6
1785,6
1786,6
1787,6
1788,6
1789,5
1790,6
1791,5
1792,8
1793,6
1794,5
1795,5
1796,5
1797,6
1798,5
1799,7
1800,7
1801,6
1802,6
1803,6
1804,6
1805,5
1806,6
1807,5
1808,6
1809,6
1810,5
1811,5
1812,5
1813,5
1814,6
1815,5
1816,5
1817,6
1818,7
1819,6
1820,7
1821,6
1822,5
1823,6
1824,5
1825,6
1826,6
1827,5
1828,5
1829,7
1830,6
1831,6
1832,5
1833,7
1834,7
1835,7
1836,5
1837,5
1838,6
1839,6
1840,7
1841,6
1842,6
1843,6
1844,6
1845,6
1846,5
1847,5
1848,6
1849,5
1850,5
1851,6
1852,6
1853,5
1854,6
1855,6
1856,6
1857,5
1858,6
1859,5
1860,6
1861,6
1862,5
1863,4
1864,7
1865,5
1866,7
1867,6
1868,5
1869,7
1870,6
1871,5
1872,7
1873,6
1874,5
1875,5
1876,5
1877,6
1878,5
1879,6
1880,6
1881,6
1882,6
1883,6
1884,6
1885,6
1886,7
1887,6
1888,5
1889,7
1890,5
1891,5
1892,6
1893,6
1894,7
1895,7
1896,6
1897,5
1898,5
1899,5
1900,7
1901,6
1902,5
1903,6
1904,7
1905,6
1906,5
1907,5
1908,5
1909,5
1910,6
1911,6
1912,6
1913,6
1914,5
1915,6
1916,6
1917,5
1918,7
1919,6
1920,7
1921,8
1922,7
1923,7
1924,5
1925,6
1926,7
1927,6
1928,5
1929,6
1930,6
1931,7
1932,6
1933,6
1934,6
1935,6
1936,5
1937,6
1938,5
1939,6
1940,5
1941,5
1942,7
1943,6
1944,5
1945,6
1946,5
1947,5
1948,6
1949,7
1950,5
1951,8
1952,6
1953,5
1954,7
1955,6
1956,6
1957,5
1958,5
1959,6
1960,6
1961,6
1962,5
1963,8
1964,5
1965,5
1966,6
1967,5
1968,6
1969,7
1970,6
1971,5
1972,5
1973,6
1974,6
1975,7
1976,5
1977,6
1978,6
1979,6
1980,5
1981,6
1982,6
1983,7
1984,7
1985,7
1986,6
1987,6
1988,6
1989,6
1990,6
1991,5
1992,5
1993,5
1994,6
1995,5
1996,6
1997,6
1998,6
1999,6
2000,7
2001,6
2002,5
2003,5
2004,6
2005,6
2006,6
2007,5
2008,6
2009,6
2010,7
2011,6
2012,4
2013,6
2014,6
2015,6
2016,6
2017,6
2018,5
2019,8
2020,7
2021,6
2022,7
2023,6
2024,6
2025,6
2026,7
2027,6
2028,5
2029,6
2030,6
2031,6
2032,5
2033,6
2034,7
2035,6
2036,6
2037,6
2038,5
2039,5
2040,5
2041,6
2042,5
2043,6
2044,5
2045,7
2046,6
2047,6
2048,5
2049,6
2050,5
2051,5
2052,5
2053,6
2054,6
2055,6
2056,5
2057,6
2058,6
2059,6
2060,6
2061,7
2062,4
2063,6
2064,6
2065,6
2066,6
2067,5
2068,5
2069,5
2070,5
2071,6
2072,7
2073,8
2074,6
2075,6
2076,6
2077,7
2078,6
2079,5
2080,5
2081,6
2082,6
2083,6
2084,6
2085,5
2086,6
2087,5
2088,6
2089,6
2090,6
2091,5
2092,5
2093,7
2094,5
2095,5
2096,6
2097,6
2098,6
2099,6
2100,6
2101,6
2102,6
2103,5
2104,7
2105,6
2106,6
2107,7
2108,6
2109,5
2110,6
2111,5
2112,7
2113,7
2114,7
2115,5
2116,6
2117,5
2118,6
2119,6
2120,6
2121,7
2122,6
2123,7
2124,5
2125,7
2126,6
2127,6
2128,6
2129,6
2130,5
2131,5
2132,5
2133,6
2134,6
2135,5
2136,7
2137,6
2138,6
2139,7
2140,6
2141,6
2142,7
2143,8
2144,5
2145,6
2146,5
2147,6
2148,5
2149,5
2150,7
2151,6
2152,6
2153,6
2154,6
2155,5
2156,6
2157,6
2158,5
2159,6
2160,5
2161,5
2162,5
2163,5
2164,5
2165,6
2166,6
2167,6
2168,6
2169,6
2170,6
2171,6
2172,5
2173,5
2174,5
2175,6
2176,5
2177,5
2178,6
2179,6
2180,6
2181,7
2182,6
2183,5
2184,6
2185,6
2186,5
2187,6
2188,6
2189,5
2190,5
2191,6
2192,6
2193,7
2194,6
2195,5
2196,6
2197,6
2198,6
2199,5
2200,6
2201,6
2202,6
2203,5
2204,6
2205,6
2206,6
2207,5
2208,6
2209,6
2210,6
2211,5
2212,7
2213,7
2214,6
2215,6
2216,6
2217,6
2218,6
2219,5
2220,6
2221,6
2222,6
2223,5
2224,6
2225,5
2226,6
2227,6
2228,6
2229,5
2230,5
2231,6
2232,5
2233,8
2234,6
2235,6
2236,5
2237,5
2238,5
2239,7
2240,5
2241,6
2242,6
2243,5
2244,5
2245,5
2246,7
2247,6
2248,6
2249,5
2250,6
2251,6
2252,5
2253,7
2254,6
2255,6
2256,5
2257,5
2258,5
2259,6
2260,5
2261,5
2262,5
2263,7
2264,5
2265,6
2266,6
2267,7
2268,6
2269,5
2270,6
2271,7
2272,6
2273,6
2274,7
2275,5
2276,6
2277,6
2278,6
2279,6
2280,6
2281,6
2282,6
2283,6
2284,6
2285,5
2286,5
2287,6
2288,6
2289,7
2290,6
2291,5
2292,6
2293,5
2294,7
2295,6
2296,6
2297,6
2298,7
2299,6
2300,6
2301,6
2302,6
2303,6
2304,5
2305,5
2306,6
2307,6
2308,7
2309,6
2310,7
2311,5
2312,5
2313,5
2314,6
2315,6
2316,5
2317,6
2318,5
2319,5
2320,6
2321,6
2322,7
2323,6
2324,6
2325,6
2326,6
2327,7
2328,6
2329,5
2330,5
2331,5
2332,5
2333,7
2334,6
2335,5
2336,5
2337,6
2338,5
2339,6
2340,5
2341,5
2342,6
2343,5
2344,6
2345,5
2346,7
2347,5
2348,5
2349,6
2350,7
2351,6
2352,8
2353,6
2354,6
2355,7
2356,6
2357,5
2358,5
2359,7
2360,6
2361,5
2362,6
2363,5
2364,5
2365,5
2366,5
2367,5
2368,5
2369,5
2370,5
2371,6
2372,6
2373,6
2374,5
2375,6
2376,5
2377,5
2378,7
2379,7
2380,6
2381,6
2382,7
2383,5
2384,5
2385,5
2386,5
2387,6
2388,7
2389,7
2390,6
2391,6
2392,6
2393,6
2394,5
2395,5
2396,5
2397,5
2398,5
2399,5
2400,6
2401,6
2402,7
2403,8
2404,7
2405,8
2406,7
2407,7
2408,7
2409,6
2410,6
2411,7
2412,6
2413,6
2414,6
2415,5
2416,6
2417,8
2418,5
2419,6
2420,6
2421,5
2422,6
2423,5
2424,6
2425,6
2426,6
2427,7
2428,5
2429,8
2430,6
2431,6
2432,6
2433,5
2434,6
2435,6
2436,6
2437,6
2438,6
2439,5
2440,5
2441,6
2442,4
2443,6
2444,6
2445,7
2446,7
2447,5
2448,6
2449,6
2450,6
2451,6
2452,6
2453,6
2454,7
2455,5
2456,6
2457,6
2458,5
2459,6
2460,6
2461,6
2462,6
2463,8
2464,7
2465,6
2466,5
2467,7
2468,6
2469,6
2470,5
2471,7
2472,5
2473,5
2474,5
2475,7
2476,6
2477,6
2478,6
2479,7
2480,6
2481,6
2482,5
2483,6
2484,5
2485,6
2486,5
2487,6
2488,6
2489,6
2490,6
2491,5
2492,5
2493,6
2494,6
2495,6
2496,5
2497,6
2498,5
2499,6
2500,6
2501,5
2502,6
2503,8
2504,7
2505,5
2506,5
2507,5
2508,6
2509,5
2510,6
2511,6
2512,6
2513,6
2514,6
2515,6
2516,6
2517,6
2518,5
2519,6
2520,5
2521,6
2522,5
2523,5
2524,6
2525,6
2526,6
2527,5
2528,5
2529,6
2530,6
2531,6
2532,4
2533,7
2534,7
2535,6
2536,5
2537,5
2538,6
2539,6
2540,5
2541,6
2542,6
2543,6
2544,6
2545,4
2546,6
2547,6
2548,5
2549,6
2550,7
2551,6
2552,6
2553,7
2554,5
2555,7
2556,6
2557,5
2558,5
2559,7
2560,5
2561,7
2562,5
2563,6
2564,5
2565,7
2566,6
2567,6
2568,7
2569,5
2570,6
2571,7
2572,4
2573,6
2574,7
2575,6
2576,5
2577,6
2578,5
2579,6
2580,5
2581,6
2582,6
2583,5
2584,6
2585,7
2586,5
2587,5
2588,5
2589,6
2590,6
2591,5
2592,6
2593,6
2594,7
2595,6
2596,5
2597,6
2598,6
2599,5
2600,6
2601,7
2602,5
2603,5
2604,6
2605,6
2606,6
2607,5
2608,7
2609,6
2610,6
2611,6
2612,6
2613,6
2614,6
2615,7
2616,6
2617,5
2618,7
2619,6
2620,6
2621,6
2622,6
2623,6
2624,6
2625,7
2626,7
2627,5
2628,5
2629,6
2630,6
2631,7
2632,6
2633,7
2634,5
2635,5
2636,6
2637,6
2638,5
2639,5
2640,5
2641,5
2642,5
2643,5
2644,6
2645,5
2646,5
2647,6
2648,5
2649,6
2650,6
2651,6
2652,5
2653,5
2654,7
2655,6
2656,6
2657,7
2658,7
2659,6
2660,6
2661,6
2662,5
2663,5
2664,5
2665,5
2666,5
2667,6
2668,6
2669,7
2670,7
2671,6
2672,7
2673,7
2674,6
2675,5
2676,5
2677,6
2678,8
2679,7
2680,6
2681,6
2682,5
2683,7
2684,5
2685,6
2686,5
2687,6
2688,7
2689,6
2690,6
2691,7
2692,5
2693,7
2694,6
2695,6
2696,5
2697,5
2698,6
2699,5
2700,5
2701,7
2702,6
2703,5
2704,6
2705,5
2706,5
2707,6
2708,6
2709,5
2710,6
2711,6
2712,6
2713,5
2714,5
2715,6
2716,5
2717,6
2718,6
2719,5
2720,6
2721,6
2722,5
2723,7
2724,6
2725,7
2726,7
2727,5
2728,7
2729,7
2730,7
2731,6
2732,7
2733,6
2734,6
2735,5
2736,5
2737,6
2738,5
2739,5
2740,5
2741,5
2742,6
2743,5
2744,7
2745,5
2746,6
2747,6
2748,6
2749,5
2750,6
2751,6
2752,6
2753,5
2754,5
2755,5
2756,6
2757,6
2758,6
2759,6
2760,6
2761,5
2762,5
2763,7
2764,6
2765,5
2766,5
2767,6
2768,5
2769,6
2770,6
2771,6
2772,6
2773,6
2774,6
2775,5
2776,6
2777,6
2778,6
2779,7
2780,5
2781,5
2782,6
2783,6
2784,6
2785,7
2786,5
2787,5
2788,7
2789,5
2790,5
2791,6
2792,6
2793,5
2794,6
2795,6
2796,5
2797,7
2798,6
2799,7
2800,6
2801,5
2802,5
2803,7
2804,5
2805,6
2806,5
2807,6
2808,6
2809,5
2810,6
2811,6
2812,6
2813,7
2814,5
2815,5
2816,7
2817,5
2818,6
2819,5
2820,6
2821,6
2822,6
2823,5
2824,5
2825,7
2826,6
2827,5
2828,6
2829,5
2830,7
2831,6
2832,5
2833,6
2834,6
2835,7
2836,5
2837,6
2838,6
2839,6
2840,5
2841,6
2842,5
2843,6
2844,6
2845,5
2846,5
2847,6
2848,5
2849,5
2850,6
2851,6
2852,7
2853,6
2854,7
2855,6
2856,6
2857,5
2858,6
2859,5
2860,5
2861,6
2862,6
2863,6
2864,7
2865,5
2866,6
2867,6
2868,6
2869,5
2870,7
2871,6
2872,6
2873,7
2874,6
2875,7
2876,7
2877,6
2878,6
2879,6
2880,6
2881,5
2882,6
2883,5
2884,6
2885,7
2886,5
2887,6
2888,6
2889,6
2890,6
2891,6
2892,6
2893,6
2894,5
2895,6
2896,5
2897,6
2898,6
2899,5
2900,7
2901,6
2902,5
2903,7
2904,5
2905,7
2906,6
2907,6
2908,6
2909,6
2910,6
2911,6
2912,7
2913,5
2914,6
2915,6
2916,6
2917,6
2918,6
2919,6
2920,6
2921,6
2922,7
2923,7
2924,5
2925,5
2926,6
2927,5
2928,6
2929,5
2930,6
2931,6
2932,5
2933,5
2934,7
2935,6
2936,7
2937,5
2938,5
2939,5
2940,5
2941,5
2942,6
2943,6
2944,6
2945,5
2946,6
2947,6
2948,6
2949,5
2950,6
2951,6
2952,5
2953,6
2954,6
2955,7
2956,7
2957,5
2958,6
2959,6
2960,5
2961,5
2962,6
2963,6
2964,6
2965,4
2966,5
2967,8
2968,6
2969,5
2970,5
2971,6
2972,6
2973,6
2974,6
2975,6
2976,6
2977,6
2978,6
2979,5
2980,5
2981,6
2982,6
2983,7
2984,6
2985,6
2986,6
2987,6
2988,7
2989,5
2990,6
2991,6
2992,5
2993,6
2994,6
2995,5
2996,8
2997,6
